time,T,P0,P,U,Td
2022/9/29 4:00,0.703703704,0.234782609,0.233766234,0.638554217,0.837837838
2022/9/29 5:00,0.703703704,0.234782609,0.233766234,0.638554217,0.837837838
2022/9/29 6:00,0.703703704,0.265217391,0.264069264,0.638554217,0.837837838
2022/9/29 7:00,0.703703704,0.3,0.298701299,0.638554217,0.837837838
2022/9/29 8:00,0.740740741,0.3,0.298701299,0.638554217,0.864864865
2022/9/29 9:00,0.777777778,0.32173913,0.32034632,0.590361446,0.864864865
2022/9/29 10:00,0.740740741,0.32173913,0.32034632,0.638554217,0.864864865
2022/9/29 11:00,0.777777778,0.32173913,0.32034632,0.638554217,0.891891892
2022/9/29 12:00,0.888888889,0.3,0.298701299,0.469879518,0.864864865
2022/9/29 13:00,0.851851852,0.265217391,0.264069264,0.506024096,0.864864865
2022/9/29 14:00,0.888888889,0.234782609,0.233766234,0.421686747,0.837837838
2022/9/29 15:00,0.888888889,0.234782609,0.233766234,0.385542169,0.810810811
2022/9/29 16:00,0.888888889,0.234782609,0.233766234,0.385542169,0.810810811
2022/9/29 17:00,0.851851852,0.234782609,0.233766234,0.457831325,0.837837838
2022/9/29 18:00,0.777777778,0.234782609,0.233766234,0.542168675,0.837837838
2022/9/29 19:00,0.777777778,0.265217391,0.264069264,0.542168675,0.837837838
2022/9/29 20:00,0.740740741,0.3,0.298701299,0.590361446,0.837837838
2022/9/29 21:00,0.740740741,0.32173913,0.32034632,0.638554217,0.864864865
2022/9/29 22:00,0.740740741,0.32173913,0.32034632,0.638554217,0.864864865
2022/9/29 23:00,0.740740741,0.32173913,0.32034632,0.638554217,0.864864865
2022/9/30 0:00,0.740740741,0.32173913,0.32034632,0.638554217,0.864864865
2022/9/30 1:00,0.740740741,0.32173913,0.32034632,0.638554217,0.864864865
2022/9/30 2:00,0.740740741,0.32173913,0.32034632,0.686746988,0.891891892
2022/9/30 3:00,0.740740741,0.32173913,0.32034632,0.686746988,0.891891892
2022/9/30 4:00,0.740740741,0.32173913,0.32034632,0.686746988,0.891891892
2022/9/30 5:00,0.740740741,0.3,0.298701299,0.686746988,0.891891892
2022/9/30 6:00,0.703703704,0.32173913,0.32034632,0.746987952,0.891891892
2022/9/30 7:00,0.703703704,0.32173913,0.32034632,0.746987952,0.891891892
2022/9/30 8:00,0.740740741,0.32173913,0.32034632,0.686746988,0.891891892
2022/9/30 9:00,0.740740741,0.356521739,0.354978355,0.686746988,0.891891892
2022/9/30 10:00,0.703703704,0.356521739,0.354978355,0.746987952,0.891891892
2022/9/30 11:00,0.703703704,0.386956522,0.385281385,0.807228916,0.918918919
2022/9/30 12:00,0.62962963,0.386956522,0.385281385,0.927710843,0.918918919
2022/9/30 13:00,0.62962963,0.356521739,0.354978355,0.86746988,0.891891892
2022/9/30 14:00,0.62962963,0.32173913,0.32034632,0.86746988,0.891891892
2022/9/30 15:00,0.62962963,0.32173913,0.32034632,0.86746988,0.891891892
2022/9/30 16:00,0.62962963,0.32173913,0.32034632,0.86746988,0.891891892
2022/9/30 17:00,0.666666667,0.356521739,0.354978355,0.807228916,0.891891892
2022/9/30 18:00,0.592592593,0.356521739,0.354978355,0.927710843,0.891891892
2022/9/30 19:00,0.592592593,0.386956522,0.385281385,0.927710843,0.891891892
2022/9/30 20:00,0.592592593,0.386956522,0.385281385,0.927710843,0.891891892
2022/9/30 21:00,0.62962963,0.386956522,0.385281385,0.86746988,0.891891892
2022/9/30 22:00,0.592592593,0.386956522,0.385281385,0.86746988,0.864864865
2022/9/30 23:00,0.62962963,0.386956522,0.385281385,0.807228916,0.864864865
2022/10/1 0:00,0.62962963,0.356521739,0.354978355,0.807228916,0.864864865
2022/10/1 1:00,0.62962963,0.356521739,0.354978355,0.86746988,0.891891892
2022/10/1 2:00,0.62962963,0.356521739,0.354978355,0.86746988,0.891891892
2022/10/1 3:00,0.666666667,0.356521739,0.354978355,0.807228916,0.891891892
2022/10/1 4:00,0.62962963,0.356521739,0.354978355,0.86746988,0.891891892
2022/10/1 5:00,0.62962963,0.32173913,0.32034632,0.86746988,0.891891892
2022/10/1 6:00,0.666666667,0.356521739,0.354978355,0.807228916,0.891891892
2022/10/1 7:00,0.666666667,0.356521739,0.354978355,0.807228916,0.891891892
2022/10/1 8:00,0.703703704,0.386956522,0.385281385,0.807228916,0.918918919
2022/10/1 9:00,0.740740741,0.386956522,0.385281385,0.746987952,0.918918919
2022/10/1 10:00,0.814814815,0.42173913,0.41991342,0.638554217,0.918918919
2022/10/1 11:00,0.703703704,0.42173913,0.41991342,0.807228916,0.918918919
2022/10/1 12:00,0.814814815,0.386956522,0.385281385,0.590361446,0.891891892
2022/10/1 13:00,0.777777778,0.356521739,0.354978355,0.638554217,0.891891892
2022/10/1 14:00,0.777777778,0.356521739,0.354978355,0.638554217,0.891891892
2022/10/1 15:00,0.814814815,0.32173913,0.32034632,0.542168675,0.864864865
2022/10/1 16:00,0.814814815,0.32173913,0.32034632,0.590361446,0.891891892
2022/10/1 17:00,0.777777778,0.356521739,0.354978355,0.590361446,0.864864865
2022/10/1 18:00,0.703703704,0.32173913,0.32034632,0.686746988,0.864864865
2022/10/1 19:00,0.703703704,0.356521739,0.354978355,0.746987952,0.891891892
2022/10/1 20:00,0.740740741,0.356521739,0.354978355,0.686746988,0.891891892
2022/10/1 21:00,0.740740741,0.356521739,0.354978355,0.686746988,0.891891892
2022/10/1 22:00,0.703703704,0.386956522,0.385281385,0.746987952,0.891891892
2022/10/1 23:00,0.703703704,0.386956522,0.385281385,0.746987952,0.891891892
2022/10/2 0:00,0.703703704,0.386956522,0.385281385,0.746987952,0.891891892
2022/10/2 1:00,0.703703704,0.386956522,0.385281385,0.686746988,0.864864865
2022/10/2 2:00,0.703703704,0.356521739,0.354978355,0.686746988,0.864864865
2022/10/2 3:00,0.703703704,0.32173913,0.32034632,0.746987952,0.891891892
2022/10/2 4:00,0.666666667,0.32173913,0.32034632,0.807228916,0.891891892
2022/10/2 5:00,0.666666667,0.32173913,0.32034632,0.807228916,0.891891892
2022/10/2 6:00,0.703703704,0.32173913,0.32034632,0.746987952,0.891891892
2022/10/2 7:00,0.666666667,0.356521739,0.354978355,0.807228916,0.891891892
2022/10/2 8:00,0.740740741,0.386956522,0.385281385,0.686746988,0.891891892
2022/10/2 9:00,0.777777778,0.42173913,0.41991342,0.638554217,0.891891892
2022/10/2 10:00,0.814814815,0.42173913,0.41991342,0.638554217,0.918918919
2022/10/2 11:00,0.851851852,0.386956522,0.385281385,0.554216867,0.891891892
2022/10/2 12:00,0.888888889,0.386956522,0.385281385,0.554216867,0.918918919
2022/10/2 13:00,0.814814815,0.356521739,0.354978355,0.638554217,0.918918919
2022/10/2 14:00,0.814814815,0.356521739,0.354978355,0.638554217,0.918918919
2022/10/2 15:00,0.851851852,0.32173913,0.32034632,0.602409639,0.918918919
2022/10/2 16:00,0.814814815,0.32173913,0.32034632,0.590361446,0.891891892
2022/10/2 17:00,0.851851852,0.32173913,0.32034632,0.554216867,0.891891892
2022/10/2 18:00,0.814814815,0.32173913,0.32034632,0.590361446,0.891891892
2022/10/2 19:00,0.777777778,0.356521739,0.354978355,0.638554217,0.891891892
2022/10/2 20:00,0.740740741,0.356521739,0.354978355,0.686746988,0.891891892
2022/10/2 21:00,0.740740741,0.386956522,0.385281385,0.686746988,0.891891892
2022/10/2 22:00,0.703703704,0.386956522,0.385281385,0.746987952,0.891891892
2022/10/2 23:00,0.703703704,0.386956522,0.385281385,0.746987952,0.891891892
2022/10/3 0:00,0.703703704,0.386956522,0.385281385,0.746987952,0.891891892
2022/10/3 1:00,0.703703704,0.386956522,0.385281385,0.746987952,0.891891892
2022/10/3 2:00,0.703703704,0.386956522,0.385281385,0.746987952,0.891891892
2022/10/3 3:00,0.666666667,0.356521739,0.354978355,0.807228916,0.891891892
2022/10/3 4:00,0.666666667,0.356521739,0.354978355,0.807228916,0.891891892
2022/10/3 5:00,0.666666667,0.356521739,0.354978355,0.807228916,0.891891892
2022/10/3 6:00,0.666666667,0.386956522,0.385281385,0.807228916,0.891891892
2022/10/3 7:00,0.703703704,0.386956522,0.385281385,0.807228916,0.918918919
2022/10/3 8:00,0.740740741,0.42173913,0.41991342,0.746987952,0.918918919
2022/10/3 9:00,0.814814815,0.42173913,0.41991342,0.638554217,0.918918919
2022/10/3 10:00,0.851851852,0.42173913,0.41991342,0.554216867,0.891891892
2022/10/3 11:00,0.777777778,0.42173913,0.41991342,0.698795181,0.918918919
2022/10/3 12:00,0.814814815,0.42173913,0.41991342,0.638554217,0.918918919
2022/10/3 13:00,0.851851852,0.386956522,0.385281385,0.554216867,0.891891892
2022/10/3 14:00,0.851851852,0.356521739,0.354978355,0.602409639,0.918918919
2022/10/3 15:00,0.851851852,0.356521739,0.354978355,0.554216867,0.891891892
2022/10/3 16:00,0.851851852,0.356521739,0.354978355,0.602409639,0.918918919
2022/10/3 17:00,0.814814815,0.356521739,0.354978355,0.638554217,0.918918919
2022/10/3 18:00,0.777777778,0.356521739,0.354978355,0.638554217,0.891891892
2022/10/3 19:00,0.777777778,0.356521739,0.354978355,0.638554217,0.891891892
2022/10/3 20:00,0.777777778,0.386956522,0.385281385,0.590361446,0.864864865
2022/10/3 21:00,0.777777778,0.42173913,0.41991342,0.542168675,0.837837838
2022/10/3 22:00,0.740740741,0.42173913,0.41991342,0.590361446,0.837837838
2022/10/3 23:00,0.740740741,0.42173913,0.41991342,0.590361446,0.837837838
2022/10/4 0:00,0.740740741,0.42173913,0.41991342,0.590361446,0.837837838
2022/10/4 1:00,0.703703704,0.386956522,0.385281385,0.638554217,0.837837838
2022/10/4 2:00,0.703703704,0.386956522,0.385281385,0.638554217,0.837837838
2022/10/4 3:00,0.666666667,0.386956522,0.385281385,0.746987952,0.864864865
2022/10/4 4:00,0.666666667,0.386956522,0.385281385,0.746987952,0.864864865
2022/10/4 5:00,0.666666667,0.386956522,0.385281385,0.746987952,0.864864865
2022/10/4 6:00,0.666666667,0.386956522,0.385281385,0.746987952,0.864864865
2022/10/4 7:00,0.703703704,0.42173913,0.41991342,0.686746988,0.864864865
2022/10/4 8:00,0.777777778,0.452173913,0.45021645,0.638554217,0.891891892
2022/10/4 9:00,0.740740741,0.452173913,0.45021645,0.686746988,0.891891892
2022/10/4 10:00,0.814814815,0.452173913,0.45021645,0.590361446,0.891891892
2022/10/4 11:00,0.814814815,0.42173913,0.41991342,0.638554217,0.918918919
2022/10/4 12:00,0.851851852,0.42173913,0.41991342,0.602409639,0.918918919
2022/10/4 13:00,0.851851852,0.386956522,0.385281385,0.602409639,0.918918919
2022/10/4 14:00,0.851851852,0.356521739,0.354978355,0.554216867,0.891891892
2022/10/4 15:00,0.851851852,0.356521739,0.354978355,0.554216867,0.891891892
2022/10/4 16:00,0.814814815,0.32173913,0.32034632,0.638554217,0.918918919
2022/10/4 17:00,0.814814815,0.32173913,0.32034632,0.638554217,0.918918919
2022/10/4 18:00,0.777777778,0.356521739,0.354978355,0.698795181,0.918918919
2022/10/4 19:00,0.777777778,0.356521739,0.354978355,0.698795181,0.918918919
2022/10/4 20:00,0.740740741,0.386956522,0.385281385,0.746987952,0.918918919
2022/10/4 21:00,0.740740741,0.386956522,0.385281385,0.807228916,0.945945946
2022/10/4 22:00,0.740740741,0.42173913,0.41991342,0.746987952,0.918918919
2022/10/4 23:00,0.703703704,0.386956522,0.385281385,0.807228916,0.918918919
2022/10/5 0:00,0.740740741,0.386956522,0.385281385,0.746987952,0.918918919
2022/10/5 1:00,0.740740741,0.386956522,0.385281385,0.746987952,0.918918919
2022/10/5 2:00,0.703703704,0.386956522,0.385281385,0.807228916,0.918918919
2022/10/5 3:00,0.703703704,0.356521739,0.354978355,0.807228916,0.918918919
2022/10/5 4:00,0.703703704,0.356521739,0.354978355,0.746987952,0.891891892
2022/10/5 5:00,0.703703704,0.356521739,0.354978355,0.746987952,0.891891892
2022/10/5 6:00,0.703703704,0.386956522,0.385281385,0.686746988,0.864864865
2022/10/5 7:00,0.703703704,0.42173913,0.41991342,0.686746988,0.864864865
2022/10/5 8:00,0.777777778,0.452173913,0.45021645,0.638554217,0.891891892
2022/10/5 9:00,0.777777778,0.486956522,0.484848485,0.590361446,0.864864865
2022/10/5 10:00,0.814814815,0.486956522,0.484848485,0.542168675,0.864864865
2022/10/5 11:00,0.851851852,0.486956522,0.484848485,0.506024096,0.864864865
2022/10/5 12:00,0.888888889,0.452173913,0.45021645,0.506024096,0.891891892
2022/10/5 13:00,0.888888889,0.42173913,0.41991342,0.385542169,0.810810811
2022/10/5 14:00,0.888888889,0.386956522,0.385281385,0.385542169,0.810810811
2022/10/5 15:00,0.888888889,0.356521739,0.354978355,0.469879518,0.864864865
2022/10/5 16:00,0.851851852,0.356521739,0.354978355,0.457831325,0.837837838
2022/10/5 17:00,0.814814815,0.356521739,0.354978355,0.506024096,0.837837838
2022/10/5 18:00,0.777777778,0.356521739,0.354978355,0.542168675,0.837837838
2022/10/5 19:00,0.777777778,0.386956522,0.385281385,0.542168675,0.837837838
2022/10/5 20:00,0.740740741,0.42173913,0.41991342,0.638554217,0.864864865
2022/10/5 21:00,0.703703704,0.42173913,0.41991342,0.686746988,0.864864865
2022/10/5 22:00,0.703703704,0.452173913,0.45021645,0.686746988,0.864864865
2022/10/5 23:00,0.703703704,0.452173913,0.45021645,0.686746988,0.864864865
2022/10/6 0:00,0.703703704,0.452173913,0.45021645,0.686746988,0.864864865
2022/10/6 1:00,0.703703704,0.452173913,0.45021645,0.686746988,0.864864865
2022/10/6 2:00,0.703703704,0.42173913,0.41991342,0.686746988,0.864864865
2022/10/6 3:00,0.703703704,0.42173913,0.41991342,0.686746988,0.864864865
2022/10/6 4:00,0.703703704,0.42173913,0.41991342,0.686746988,0.864864865
2022/10/6 5:00,0.666666667,0.42173913,0.41991342,0.686746988,0.837837838
2022/10/6 6:00,0.666666667,0.452173913,0.45021645,0.686746988,0.837837838
2022/10/6 7:00,0.666666667,0.452173913,0.45021645,0.686746988,0.837837838
2022/10/6 8:00,0.703703704,0.486956522,0.484848485,0.638554217,0.837837838
2022/10/6 9:00,0.740740741,0.486956522,0.484848485,0.590361446,0.837837838
2022/10/6 10:00,0.814814815,0.486956522,0.484848485,0.506024096,0.837837838
2022/10/6 11:00,0.851851852,0.486956522,0.484848485,0.457831325,0.837837838
2022/10/6 12:00,0.851851852,0.452173913,0.45021645,0.457831325,0.837837838
2022/10/6 13:00,0.814814815,0.42173913,0.41991342,0.542168675,0.864864865
2022/10/6 14:00,0.851851852,0.386956522,0.385281385,0.506024096,0.864864865
2022/10/6 15:00,0.851851852,0.356521739,0.354978355,0.506024096,0.864864865
2022/10/6 16:00,0.814814815,0.356521739,0.354978355,0.590361446,0.891891892
2022/10/6 17:00,0.777777778,0.356521739,0.354978355,0.638554217,0.891891892
2022/10/6 18:00,0.777777778,0.356521739,0.354978355,0.638554217,0.891891892
2022/10/6 19:00,0.740740741,0.386956522,0.385281385,0.686746988,0.891891892
2022/10/6 20:00,0.740740741,0.42173913,0.41991342,0.746987952,0.918918919
2022/10/6 21:00,0.740740741,0.452173913,0.45021645,0.638554217,0.864864865
2022/10/6 22:00,0.703703704,0.452173913,0.45021645,0.686746988,0.864864865
2022/10/6 23:00,0.703703704,0.452173913,0.45021645,0.686746988,0.864864865
2022/10/7 0:00,0.703703704,0.452173913,0.45021645,0.746987952,0.891891892
2022/10/7 1:00,0.703703704,0.452173913,0.45021645,0.746987952,0.891891892
2022/10/7 2:00,0.703703704,0.452173913,0.45021645,0.746987952,0.891891892
2022/10/7 3:00,0.666666667,0.42173913,0.41991342,0.807228916,0.891891892
2022/10/7 4:00,0.666666667,0.42173913,0.41991342,0.807228916,0.891891892
2022/10/7 5:00,0.666666667,0.42173913,0.41991342,0.807228916,0.891891892
2022/10/7 6:00,0.666666667,0.42173913,0.41991342,0.746987952,0.864864865
2022/10/7 7:00,0.666666667,0.452173913,0.45021645,0.807228916,0.891891892
2022/10/7 8:00,0.703703704,0.452173913,0.45021645,0.686746988,0.864864865
2022/10/7 9:00,0.740740741,0.486956522,0.484848485,0.638554217,0.864864865
2022/10/7 10:00,0.777777778,0.486956522,0.484848485,0.590361446,0.864864865
2022/10/7 11:00,0.777777778,0.486956522,0.484848485,0.542168675,0.837837838
2022/10/7 12:00,0.851851852,0.452173913,0.45021645,0.457831325,0.837837838
2022/10/7 13:00,0.814814815,0.42173913,0.41991342,0.506024096,0.837837838
2022/10/7 14:00,0.814814815,0.386956522,0.385281385,0.506024096,0.837837838
2022/10/7 15:00,0.814814815,0.356521739,0.354978355,0.590361446,0.891891892
2022/10/7 16:00,0.814814815,0.356521739,0.354978355,0.542168675,0.864864865
2022/10/7 17:00,0.777777778,0.356521739,0.354978355,0.638554217,0.891891892
2022/10/7 18:00,0.740740741,0.386956522,0.385281385,0.686746988,0.891891892
2022/10/7 19:00,0.703703704,0.42173913,0.41991342,0.746987952,0.891891892
2022/10/7 20:00,0.740740741,0.452173913,0.45021645,0.590361446,0.837837838
2022/10/7 21:00,0.703703704,0.452173913,0.45021645,0.590361446,0.810810811
2022/10/7 22:00,0.703703704,0.486956522,0.484848485,0.542168675,0.783783784
2022/10/7 23:00,0.666666667,0.486956522,0.484848485,0.590361446,0.783783784
2022/10/8 0:00,0.62962963,0.486956522,0.484848485,0.578313253,0.756756757
2022/10/8 1:00,0.62962963,0.452173913,0.45021645,0.578313253,0.756756757
2022/10/8 2:00,0.62962963,0.452173913,0.45021645,0.530120482,0.72972973
2022/10/8 3:00,0.592592593,0.452173913,0.45021645,0.578313253,0.72972973
2022/10/8 4:00,0.555555556,0.452173913,0.45021645,0.626506024,0.72972973
2022/10/8 5:00,0.555555556,0.482608696,0.484848485,0.578313253,0.702702703
2022/10/8 6:00,0.555555556,0.482608696,0.484848485,0.626506024,0.72972973
2022/10/8 7:00,0.555555556,0.482608696,0.484848485,0.578313253,0.702702703
2022/10/8 8:00,0.592592593,0.52173913,0.519480519,0.530120482,0.702702703
2022/10/8 9:00,0.62962963,0.52173913,0.519480519,0.530120482,0.72972973
2022/10/8 10:00,0.666666667,0.52173913,0.519480519,0.493975904,0.72972973
2022/10/8 11:00,0.703703704,0.52173913,0.519480519,0.493975904,0.756756757
2022/10/8 12:00,0.740740741,0.486956522,0.484848485,0.457831325,0.756756757
2022/10/8 13:00,0.777777778,0.452173913,0.45021645,0.457831325,0.783783784
2022/10/8 14:00,0.814814815,0.42173913,0.41991342,0.421686747,0.783783784
2022/10/8 15:00,0.777777778,0.386956522,0.385281385,0.506024096,0.810810811
2022/10/8 16:00,0.777777778,0.386956522,0.385281385,0.506024096,0.810810811
2022/10/8 17:00,0.777777778,0.386956522,0.385281385,0.506024096,0.810810811
2022/10/8 18:00,0.740740741,0.386956522,0.385281385,0.542168675,0.810810811
2022/10/8 19:00,0.703703704,0.42173913,0.41991342,0.638554217,0.837837838
2022/10/8 20:00,0.703703704,0.452173913,0.45021645,0.638554217,0.837837838
2022/10/8 21:00,0.703703704,0.452173913,0.45021645,0.638554217,0.837837838
2022/10/8 22:00,0.703703704,0.486956522,0.484848485,0.638554217,0.837837838
2022/10/8 23:00,0.703703704,0.486956522,0.484848485,0.638554217,0.837837838
2022/10/9 0:00,0.666666667,0.486956522,0.484848485,0.638554217,0.810810811
2022/10/9 1:00,0.666666667,0.486956522,0.484848485,0.686746988,0.837837838
2022/10/9 2:00,0.666666667,0.486956522,0.484848485,0.590361446,0.783783784
2022/10/9 3:00,0.666666667,0.452173913,0.45021645,0.542168675,0.756756757
2022/10/9 4:00,0.62962963,0.452173913,0.45021645,0.578313253,0.756756757
2022/10/9 5:00,0.62962963,0.452173913,0.45021645,0.578313253,0.756756757
2022/10/9 6:00,0.62962963,0.486956522,0.484848485,0.578313253,0.756756757
2022/10/9 7:00,0.62962963,0.486956522,0.484848485,0.578313253,0.756756757
2022/10/9 8:00,0.666666667,0.52173913,0.519480519,0.542168675,0.756756757
2022/10/9 9:00,0.703703704,0.52173913,0.519480519,0.542168675,0.783783784
2022/10/9 10:00,0.740740741,0.52173913,0.519480519,0.457831325,0.756756757
2022/10/9 11:00,0.777777778,0.52173913,0.519480519,0.457831325,0.783783784
2022/10/9 12:00,0.814814815,0.486956522,0.484848485,0.421686747,0.783783784
2022/10/9 13:00,0.851851852,0.486956522,0.484848485,0.34939759,0.756756757
2022/10/9 14:00,0.814814815,0.452173913,0.45021645,0.385542169,0.756756757
2022/10/9 15:00,0.814814815,0.42173913,0.41991342,0.385542169,0.756756757
2022/10/9 16:00,0.814814815,0.42173913,0.41991342,0.421686747,0.783783784
2022/10/9 17:00,0.814814815,0.42173913,0.41991342,0.385542169,0.756756757
2022/10/9 18:00,0.740740741,0.452173913,0.45021645,0.457831325,0.756756757
2022/10/9 19:00,0.703703704,0.486956522,0.484848485,0.457831325,0.72972973
2022/10/9 20:00,0.666666667,0.552173913,0.54978355,0.445783133,0.702702703
2022/10/9 21:00,0.592592593,0.582608696,0.584415584,0.481927711,0.675675676
2022/10/9 22:00,0.555555556,0.613043478,0.614718615,0.481927711,0.648648649
2022/10/9 23:00,0.555555556,0.613043478,0.614718615,0.445783133,0.621621622
2022/10/10 0:00,0.518518519,0.613043478,0.614718615,0.481927711,0.621621622
2022/10/10 1:00,0.518518519,0.613043478,0.614718615,0.43373494,0.594594595
2022/10/10 2:00,0.481481481,0.613043478,0.614718615,0.481927711,0.594594595
2022/10/10 3:00,0.481481481,0.582608696,0.584415584,0.481927711,0.594594595
2022/10/10 4:00,0.481481481,0.582608696,0.584415584,0.43373494,0.567567568
2022/10/10 5:00,0.481481481,0.582608696,0.584415584,0.481927711,0.594594595
2022/10/10 6:00,0.444444444,0.582608696,0.584415584,0.481927711,0.567567568
2022/10/10 7:00,0.444444444,0.613043478,0.614718615,0.481927711,0.567567568
2022/10/10 8:00,0.481481481,0.647826087,0.649350649,0.43373494,0.567567568
2022/10/10 9:00,0.518518519,0.647826087,0.649350649,0.397590361,0.567567568
2022/10/10 10:00,0.592592593,0.647826087,0.649350649,0.325301205,0.567567568
2022/10/10 11:00,0.62962963,0.617391304,0.614718615,0.301204819,0.567567568
2022/10/10 12:00,0.62962963,0.586956522,0.584415584,0.265060241,0.540540541
2022/10/10 13:00,0.62962963,0.552173913,0.54978355,0.240963855,0.513513514
2022/10/10 14:00,0.666666667,0.52173913,0.519480519,0.240963855,0.540540541
2022/10/10 15:00,0.703703704,0.486956522,0.484848485,0.21686747,0.540540541
2022/10/10 16:00,0.666666667,0.486956522,0.484848485,0.240963855,0.540540541
2022/10/10 17:00,0.666666667,0.486956522,0.484848485,0.240963855,0.540540541
2022/10/10 18:00,0.666666667,0.486956522,0.484848485,0.204819277,0.513513514
2022/10/10 19:00,0.62962963,0.52173913,0.519480519,0.240963855,0.513513514
2022/10/10 20:00,0.62962963,0.552173913,0.54978355,0.204819277,0.486486486
2022/10/10 21:00,0.592592593,0.552173913,0.54978355,0.204819277,0.459459459
2022/10/10 22:00,0.555555556,0.582608696,0.584415584,0.204819277,0.432432432
2022/10/10 23:00,0.555555556,0.582608696,0.584415584,0.144578313,0.378378378
2022/10/11 0:00,0.518518519,0.547826087,0.54978355,0.192771084,0.405405405
2022/10/11 1:00,0.518518519,0.547826087,0.54978355,0.168674699,0.378378378
2022/10/11 2:00,0.481481481,0.547826087,0.54978355,0.192771084,0.378378378
2022/10/11 3:00,0.444444444,0.547826087,0.54978355,0.192771084,0.351351351
2022/10/11 4:00,0.444444444,0.547826087,0.54978355,0.192771084,0.351351351
2022/10/11 5:00,0.407407407,0.517391304,0.519480519,0.21686747,0.351351351
2022/10/11 6:00,0.407407407,0.547826087,0.54978355,0.192771084,0.324324324
2022/10/11 7:00,0.407407407,0.547826087,0.54978355,0.21686747,0.351351351
2022/10/11 8:00,0.481481481,0.582608696,0.584415584,0.192771084,0.378378378
2022/10/11 9:00,0.518518519,0.582608696,0.584415584,0.192771084,0.405405405
2022/10/11 10:00,0.555555556,0.582608696,0.584415584,0.168674699,0.405405405
2022/10/11 11:00,0.592592593,0.552173913,0.54978355,0.180722892,0.432432432
2022/10/11 12:00,0.62962963,0.52173913,0.519480519,0.156626506,0.432432432
2022/10/11 13:00,0.666666667,0.486956522,0.484848485,0.180722892,0.486486486
2022/10/11 14:00,0.703703704,0.452173913,0.45021645,0.156626506,0.486486486
2022/10/11 15:00,0.666666667,0.452173913,0.45021645,0.156626506,0.459459459
2022/10/11 16:00,0.703703704,0.452173913,0.45021645,0.156626506,0.486486486
2022/10/11 17:00,0.666666667,0.452173913,0.45021645,0.156626506,0.459459459
2022/10/11 18:00,0.62962963,0.452173913,0.45021645,0.204819277,0.486486486
2022/10/11 19:00,0.592592593,0.452173913,0.45021645,0.228915663,0.486486486
2022/10/11 20:00,0.592592593,0.486956522,0.484848485,0.265060241,0.513513514
2022/10/11 21:00,0.555555556,0.517391304,0.519480519,0.325301205,0.540540541
2022/10/11 22:00,0.555555556,0.517391304,0.519480519,0.325301205,0.540540541
2022/10/11 23:00,0.555555556,0.482608696,0.484848485,0.289156627,0.513513514
2022/10/12 0:00,0.518518519,0.482608696,0.484848485,0.325301205,0.513513514
2022/10/12 1:00,0.518518519,0.482608696,0.484848485,0.289156627,0.486486486
2022/10/12 2:00,0.518518519,0.482608696,0.484848485,0.253012048,0.459459459
2022/10/12 3:00,0.518518519,0.482608696,0.484848485,0.228915663,0.432432432
2022/10/12 4:00,0.481481481,0.447826087,0.45021645,0.253012048,0.432432432
2022/10/12 5:00,0.481481481,0.447826087,0.45021645,0.289156627,0.459459459
2022/10/12 6:00,0.444444444,0.482608696,0.484848485,0.313253012,0.459459459
2022/10/12 7:00,0.444444444,0.482608696,0.484848485,0.34939759,0.486486486
2022/10/12 8:00,0.518518519,0.517391304,0.519480519,0.228915663,0.432432432
2022/10/12 9:00,0.518518519,0.517391304,0.519480519,0.253012048,0.459459459
2022/10/12 10:00,0.592592593,0.52173913,0.519480519,0.180722892,0.432432432
2022/10/12 11:00,0.62962963,0.52173913,0.519480519,0.180722892,0.459459459
2022/10/12 12:00,0.666666667,0.486956522,0.484848485,0.13253012,0.432432432
2022/10/12 13:00,0.740740741,0.452173913,0.45021645,0.144578313,0.486486486
2022/10/12 14:00,0.703703704,0.42173913,0.41991342,0.13253012,0.459459459
2022/10/12 15:00,0.740740741,0.386956522,0.385281385,0.120481928,0.459459459
2022/10/12 16:00,0.740740741,0.386956522,0.385281385,0.144578313,0.486486486
2022/10/12 17:00,0.703703704,0.386956522,0.385281385,0.108433735,0.432432432
2022/10/12 18:00,0.666666667,0.42173913,0.41991342,0.108433735,0.405405405
2022/10/12 19:00,0.666666667,0.42173913,0.41991342,0.108433735,0.405405405
2022/10/12 20:00,0.62962963,0.452173913,0.45021645,0.180722892,0.459459459
2022/10/12 21:00,0.592592593,0.452173913,0.45021645,0.228915663,0.486486486
2022/10/12 22:00,0.555555556,0.452173913,0.45021645,0.265060241,0.486486486
2022/10/12 23:00,0.518518519,0.447826087,0.45021645,0.325301205,0.513513514
2022/10/13 0:00,0.518518519,0.447826087,0.45021645,0.325301205,0.513513514
2022/10/13 1:00,0.481481481,0.447826087,0.45021645,0.397590361,0.540540541
2022/10/13 2:00,0.444444444,0.417391304,0.41991342,0.43373494,0.540540541
2022/10/13 3:00,0.518518519,0.417391304,0.41991342,0.325301205,0.513513514
2022/10/13 4:00,0.518518519,0.417391304,0.41991342,0.289156627,0.486486486
2022/10/13 5:00,0.518518519,0.417391304,0.41991342,0.289156627,0.486486486
2022/10/13 6:00,0.481481481,0.417391304,0.41991342,0.325301205,0.486486486
2022/10/13 7:00,0.518518519,0.447826087,0.45021645,0.289156627,0.486486486
2022/10/13 8:00,0.555555556,0.452173913,0.45021645,0.265060241,0.486486486
